ReviewTitle,ReviewBody,ReviewStar,Product,CleanedReviewBody,ReviewTitleLength,ReviewBodyLength,SentimentPolarity,SentimentSubjectivity,SentimentLabel,PredictedSentiment
"Not working properly
","Bass gudNd power button working only when it is connected to charge...feeling bad abt this thing..
",1,boAt Rockerz 255,bass gudnd power button work connect charg feel bad abt thing,21,99,-0.42499999999999993,0.5833333333333333,negative,negative
"Budget headphone
","Nice headphone on this budget
",5,boAt Rockerz 255,nice headphon budget,17,30,0.6,1.0,positive,positive
"worth of price
","Works properly.long battery life over all good
",4,boAt Rockerz 255,work batteri life good,15,47,0.7,0.6000000000000001,positive,positive
"Not worth for money
","Sound quality is good but not worth for money bacause it get diffected after 3 month..I suggest u to by wired earphone 👉
",1,boAt Rockerz 255,sound qualiti good worth money bacaus get diffect month suggest u wire earphon,20,121,0.46666666666666673,0.3666666666666667,negative,negative
"Good one, only require battery status of headphone
","I would like to rate 5 but I did 4 because it doesnt show battery percentage in my mobile.I am having Moto E4 plus.
",4,boAt Rockerz 255,would like rate doesnt show batteri percentag moto plu,51,116,0.0,0.0,positive,positive
"Poor sound quality
","There is a sound that seems like sparkling wire when we play it at high volume! The dual Bluetooth connection isn't good.
",1,boAt Rockerz 255,sound seem like sparkl wire play high volum dual bluetooth connect good,19,122,0.42,0.5133333333333333,negative,positive
"Hard to replace
","My earphone is not working properly and Amazon's replacement policy is very difficult.. so please check before u purchase
",1,boAt Rockerz 255,earphon work properli amazon replac polici difficult pleas check u purchas,16,122,-0.5,1.0,negative,negative
"Good
","Sound quality is good
",4,boAt Rockerz 255,sound qualiti good,5,22,0.55,0.5,positive,positive
"Good
","If it's under 1000 than great deal
",3,boAt Rockerz 255,great deal,5,35,0.8,0.75,neutral,positive
"Best
","Good in that range.
",5,boAt Rockerz 255,good rang,5,20,0.7,0.6000000000000001,positive,positive
"Perfect
","Awesome
",5,boAt Rockerz 255,awesom,8,8,0.0,0.0,positive,positive
"Nice product product Pisavasool
","Product is very nice but compared to other competitors it has low base..on the other side it gives a clear music
",4,boAt Rockerz 255,product nice compar competitor low base side give clear music,32,113,-0.02500000000000002,0.6708333333333333,positive,positive
"Good but not for long time use
","Sound quality is very good but battery life is not good because is 20%battery is switched off durability is good
",4,boAt Rockerz 255,sound qualiti good batteri life good batteri switch durabl good,31,113,0.625,0.55,positive,positive
"Too good
","Awesome product fully satisfied with sound quality and all
",5,boAt Rockerz 255,awesom product fulli satisfi sound qualiti,9,59,0.4,0.4,positive,positive
"boAt Rocks fit in not visible
","quietly fit in your ears as others do not get that you have a headphone.
",5,boAt Rockerz 255,quietli fit ear other get headphon,30,73,0.1375,0.3875,positive,positive
"Good buy!
","Worth spending the bucks on a product like this. The output is loud , bass perfect , clarity perfect
",4,boAt Rockerz 255,worth spend buck product like output loud bass perfect clariti perfect,10,101,0.45,0.6799999999999999,positive,positive
"Awesome Product
","Product is awesome.Sound quality is too good.i bought this product for 999,This is best product at this range
",5,boAt Rockerz 255,product qualiti bought product best product rang,16,110,1.0,0.3,positive,positive
"Ok ok product
","Average
",2,boAt Rockerz 255,averag,14,8,0.0,0.0,negative,neutral
"The earpiece is a little big in size
","Good product
",4,boAt Rockerz 255,good product,37,13,0.7,0.6000000000000001,positive,positive
"Good product
","Nice product I got for 1099rs in deal
",5,boAt Rockerz 255,nice product got deal,13,38,0.6,1.0,positive,positive
"Sound Quality is good but No warranty Support
","Product malfunction within 1 year of purchase
",2,boAt Rockerz 255,product malfunct within year purchas,46,46,0.0,0.0,negative,negative
"Worth buying
","Best at price 1K .sound quality is excellent and battery life is as per they mentioned in specification
",5,boAt Rockerz 255,best price qualiti excel batteri life per mention specif,13,104,1.0,0.3,positive,positive
"Nice product
","Good to use
",5,boAt Rockerz 255,good use,13,12,0.7,0.6000000000000001,positive,positive
"Earpiece damage
","One earpiece is not giving out sound.
",2,boAt Rockerz 255,one earpiec give sound,16,38,0.4,0.4,negative,negative
"Hay
","Sound quality is very good and product quality nice
",4,boAt Rockerz 255,sound qualiti good product qualiti nice,4,52,0.5666666666666668,0.6666666666666666,positive,positive
"Amazing experience after some month it's really good working
","After some days use. I got Amazing sound experience in this headphone and long duration battery life.
",5,boAt Rockerz 255,day use got amaz sound experi headphon long durat batteri life,61,102,0.17500000000000002,0.4,positive,positive
"Defect product sent to me even
","What you have sent to me,its not working even I have charged more than 5h. Worst experience from amazon
",1,boAt Rockerz 255,sent work even charg worst experi amazon,31,104,-1.0,1.0,negative,negative
"Awesome product!!
","This product is worth buy for the price! The sound quality is good. You would love it if you like bass.
",5,boAt Rockerz 255,product worth buy price sound qualiti good would love like bass,18,104,0.35,0.44000000000000006,positive,positive
"Awesome
","Product is awesome. Sound quality is good. Battery backup is good. Bass is good
",4,boAt Rockerz 255,product awesom sound qualiti good batteri backup good bass good,8,80,0.4699999999999999,0.54,positive,positive
"Excellent Product
","Got at discounted price. Happy with it.The sound should be a more louder.
",4,boAt Rockerz 255,got discount price happi sound louder,18,74,0.4,0.4,positive,positive
"Really Rocking
","Best sound quality and durability. Amazing battery life
",5,boAt Rockerz 255,best sound qualiti durabl amaz batteri life,15,56,0.7,0.35,positive,positive
"damaged
","guide memy left side earphone is not working and its under warranty no nearby center what to do to get it repaired
",2,boAt Rockerz 255,guid memi left side earphon work warranti nearbi center get repair,8,115,-0.05,0.05,negative,negative
"Need a replacement
","My product is not working.. it's been two months of purchase and I have been facing charging issues. Please replace it..
",1,boAt Rockerz 255,product work two month purchas face charg issu pleas replac,19,121,0.0,0.0,negative,negative
"For bass lovers at decent price ...
","Epic bass , crisp clear soundBattery backup is good , can be more betterOverall nice headphone at this price
",5,boAt Rockerz 255,epic bass crisp clear soundbatteri backup good betteroveral nice headphon price,36,109,0.26666666666666666,0.5499999999999999,positive,positive
"Need improvement
","After a month and half one side stopped working requested for replacement and my product is on its way to service centre
",3,boAt Rockerz 255,month half one side stop work request replac product way servic centr,17,121,-0.16666666666666666,0.16666666666666666,neutral,negative
"Warrenty
","I have purchased this product in janury and at present its working  and there is warrenty of 1 year so i need to replace
",1,boAt Rockerz 255,purchas product januri present work warrenti year need replac,9,121,0.0,0.0,negative,negative
"Battery Backup is good
","Good product and I have not seen anything wrong with it, Good Battery Backup and Fast charging, Sound quality is awesome
",5,boAt Rockerz 255,good product seen anyth wrong good batteri backup fast charg sound qualiti awesom,23,121,0.3,0.62,positive,positive
"Great product
","Satisfied with the performance of the product. It has a good range of connectivity and also had a great battery back up.
",5,boAt Rockerz 255,satisfi perform product good rang connect also great batteri back,14,121,0.5,0.45,positive,positive
"Awesome
","Awesome product....with an 1 year warranty period which is always fine. And battery life is also great. Will keep a day!
",5,boAt Rockerz 255,awesom product year warranti period alway fine batteri life also great keep day,8,121,0.6083333333333334,0.625,positive,positive
"Worked fine for 4 months
","Both the sides were working fine for 4 months. Then just one side for 2 more months. Then it died.Not worth price!
",1,boAt Rockerz 255,side work fine month one side month worth price,25,115,0.35833333333333334,0.3,negative,negative
"Awosome
","Just go for it
",5,boAt Rockerz 255,go,8,15,0.0,0.0,positive,positive
"Not satisfied
","Sound quality is not so good.
",3,boAt Rockerz 255,sound qualiti good,14,30,0.55,0.5,neutral,positive
"Not Good
","It is not working from both ears?
",1,boAt Rockerz 255,work ear,9,34,0.0,0.0,negative,negative
"Nice product
","Nice
",5,boAt Rockerz 255,nice,13,5,0.6,1.0,positive,positive
"Replace me not refund please
","It is good produt but not correct fitting in ear.
",4,boAt Rockerz 255,good produt correct fit ear,29,50,0.55,0.5,positive,positive
"Very good
","Amazing for price range
",5,boAt Rockerz 255,amaz price rang,10,24,0.0,0.0,positive,positive
"Amazing
","Amazing product sold by Amazon. The product works awesome.  Bass lovers just love the bass.
",4,boAt Rockerz 255,amaz product sold amazon product work awesom bass lover love bass,8,92,0.06666666666666665,0.5333333333333333,positive,positive
"Budget buy
","Battery life is awesome
",4,boAt Rockerz 255,batteri life awesom,11,24,0.0,0.0,positive,positive
"Awesome product with good sound quality and battery backup
","Good sound6-7 hrs battery on normal usageproduct quality is goodi have had no issues till now
",5,boAt Rockerz 255,good hr batteri normal usageproduct qualiti goodi issu till,59,94,0.425,0.625,positive,positive
"Good 💪💪
","It is very good in quality moreover in sound however its bass is more and its sound is less as comlare to voice
",5,boAt Rockerz 255,good qualiti moreov sound howev bass sound less comlar voic,8,112,0.23666666666666666,0.3933333333333333,positive,positive
"RH Speaker Stop Working
","RH Speaker have stopped working within 2 Months of Buying. Expecting much better performance from Boat Product.
",3,boAt Rockerz 255,rh speaker stop work within month buy expect much better perform boat product,24,112,0.5,0.5,neutral,negative
"Bluetooth connection problem
","when i connect to my phone and then i put my mobile in pocket, there is a problem in connection with Bluetooth.
",4,boAt Rockerz 255,connect phone put mobil pocket problem connect bluetooth,29,112,0.0,0.0,positive,positive
"Overall 8 out of 10, Good Product
","For sound quality : 7 /10For battery: 8.5 /10Overall quality : 8/10Bass is deep, nice product
",4,boAt Rockerz 255,sound qualiti batteri qualiti deep nice product,34,94,0.3333333333333333,0.6,positive,positive
"Awesome
","Best sound qualityBest noise cancellationBest battery life
",5,boAt Rockerz 255,best sound qualitybest nois cancellationbest batteri life,8,59,0.7,0.35,positive,positive
"Very Good
","Sound- 5/5Bass - 4/5.Durability - 5/5.
",5,boAt Rockerz 255,,10,39,0.0,0.0,positive,positive
"Worst battery backup Bluetooth headsets
","Worst battery in Bluetooth headphones ever only lasts for 3-4 hours max
",1,boAt Rockerz 255,worst batteri bluetooth headphon ever last hour max,40,72,-0.5,0.5333333333333333,negative,negative
"Pretty decent
","Decent quality of audio and bass.Bit disappointed with its range.
",4,boAt Rockerz 255,decent qualiti audio disappoint rang,14,66,0.16666666666666666,0.6666666666666666,positive,positive
"Nice product
","Nice sound and nice base & battery backup is good.
",5,boAt Rockerz 255,nice sound nice base batteri backup good,13,51,0.3,0.8,positive,positive
"Nice product
","Thank you Amazon and boAt
",5,boAt Rockerz 255,thank amazon boat,13,26,0.0,0.0,positive,positive
"Extreme bass
","Good battery life and build quality
",5,boAt Rockerz 255,good batteri life build qualiti,13,36,0.7,0.6000000000000001,positive,positive
"Worth buying
","Sound quality is good
",5,boAt Rockerz 255,sound qualiti good,13,22,0.55,0.5,positive,positive
"Worth for money
","Very good product and have good Bluetooth connection and excellent battery life and audio quality is very good
",5,boAt Rockerz 255,good product good bluetooth connect excel batteri life audio qualiti good,16,111,0.6999999999999998,0.6000000000000001,positive,positive
"Stopped working within 6 months
","Volume depleted over the period. Also, left one stopped working within 6 months. Definitely not worth the money
",1,boAt Rockerz 255,volum deplet period also left one stop work within month definit worth money,32,112,0.15,0.05,negative,negative
"A good buy
","Have been using it since 6 months without any problem, gives an average of 6-7 hrs per charge.
",5,boAt Rockerz 255,use sinc month without problem give averag hr per charg,11,95,0.0,0.0,positive,positive
"Great product.
","Great built. Fits in ear. Awesome bass. Good backup. Needs to work more on microphone quality.
",5,boAt Rockerz 255,great built fit ear awesom bass good backup need work microphon qualiti,15,95,0.43750000000000006,0.5625,positive,positive
"Thanks boat for such a good No:1 quality
","Awesome quality and good sound battery life is also good thanks boat for giving a good quality
",5,boAt Rockerz 255,awesom qualiti good sound batteri life also good thank boat give good qualiti,41,95,0.625,0.55,positive,positive
"Superb Product.
","Very good product, great sound clarity, as always from Boat.
",5,boAt Rockerz 255,good product great sound clariti alway boat,16,61,0.6333333333333333,0.5833333333333334,positive,positive
"I buy because boat connected 2 devices but I’m not happy....
","Not connected with 2 devices...Again and again disconnected parring...
",5,boAt Rockerz 255,connect devic disconnect par,61,71,0.0,0.0,positive,negative
"Battery discharge in 10 minutes
","Not working after 4 days. Please help.
",1,boAt Rockerz 255,work day pleas help,32,39,0.0,0.0,negative,negative
"High quality product with average bass & battery back up
","High durable product but not for bass lovers
",4,boAt Rockerz 255,high durabl product bass lover,57,45,0.0049999999999999906,0.52,positive,positive
"nothing
","instrument rtd. to supplier due to not work properly...!
",1,boAt Rockerz 255,instrument rtd supplier due work properli,8,57,-0.125,0.375,negative,negative
"Value for money
","Bass is good and boat is a known brand.battery  back up is awesome.Go for it !
",4,boAt Rockerz 255,bass good boat known back,16,79,0.18333333333333332,0.3666666666666667,positive,positive
"4/5
","Amazing bass not quite good battery lyf...sound clarity n quality z nt bad ...
",4,boAt Rockerz 255,amaz bass quit good batteri lyf sound clariti n qualiti z nt bad,4,79,0.06250000000000003,0.5416666666666666,positive,positive
"worst Bluetooth Earphone ever
","worst Bluetooth Earphone I don't know seller gave me to duplicate or boAt Earphone is like this only.....don't buy this
",1,boAt Rockerz 255,worst bluetooth earphon know seller gave duplic boat earphon like buy,30,120,-1.0,1.0,negative,negative
"Stopped working in 3 months due to technical faults
","The bluetooth connection works when the earphone is connected and charging , but it stops working when I stop charging.
",2,boAt Rockerz 255,bluetooth connect work earphon connect charg stop work stop charg,52,120,0.0,0.0,negative,negative
"Vacuum problem
","Vaccum create when fix with ear this is big problemStrip is very thin, while driving the bike strip fly with air.
",2,boAt Rockerz 255,vaccum creat fix ear big problemstrip thin drive bike strip fli air,15,114,-0.2,0.47500000000000003,negative,negative
"Good sound quality but Poor build.Left ear bud broke within 2 weeks
","The sound quality is good.However, build quality is very poor. Left side is ear bud broke within 2 weeks in normal use.
",1,boAt Rockerz 255,sound qualiti build qualiti poor left side ear bud broke within week normal use,68,120,0.0375,0.4125,negative,negative
"Mic not proper but excellent sound quality
","Audio is excellent... As expected from boat.... But mic is not clear... People complaint about my voice not being clear
",4,boAt Rockerz 255,audio excel expect boat mic clear peopl complaint voic clear,43,120,-0.03333333333333334,0.3222222222222222,positive,positive
"Cool
","Sound quality
",5,boAt Rockerz 255,sound qualiti,5,14,0.4,0.4,positive,positive
"Bad
","Worst
",2,boAt Rockerz 255,worst,4,6,-1.0,1.0,negative,negative
"Best n trendy
","Best n trendy
",5,boAt Rockerz 255,best n trendi,14,14,1.0,0.3,positive,positive
"Good but not best
","Sound quality is goofa but what I did suppose I couldn't get...
",4,boAt Rockerz 255,sound qualiti goofa suppos could get,18,64,0.4,0.4,positive,positive
"Superb
","Best i will never see wow what a great Sound im fully satisfied
",5,boAt Rockerz 255,best never see wow great sound im fulli satisfi,7,64,0.5750000000000001,0.6124999999999999,positive,positive
"Poor
","Most uncomfortable pice of earphones....Not for jogging.....Earbuds comes out of ears within minutes....
",1,boAt Rockerz 255,uncomfort pice earphon jog earbud come ear within minut,5,105,0.0,0.0,negative,negative
"Not very good
","Not good on neck and sound quality is ok has a deep base but it irritates amd its not sound its noise actually
",2,boAt Rockerz 255,good neck sound qualiti ok deep base irrit amd sound nois actual,14,111,0.17142857142857146,0.4857142857142857,negative,positive
"Overall good product...
","1. Sound Quality is awesome...2. Go for it if you are a bass freak.3. Battery back up is very poor
",4,boAt Rockerz 255,sound qualiti awesom go bass batteri back poor,24,99,-0.037500000000000006,0.375,positive,positive
"Not worth the money
","I bought this product on November 18 and it stopped working on 5th March 19. It hardly functioned for 3months.
",1,boAt Rockerz 255,bought product novemb stop work march hardli function,20,111,0.0,0.0,negative,negative
"Satisfied
","Quality is superb
",5,boAt Rockerz 255,qualiti superb,10,18,1.0,1.0,positive,positive
"Good sound quality and bass
","Very good sound quality.. Worth price. I bought it at ₹999
",5,boAt Rockerz 255,good sound qualiti worth price bought,28,59,0.46666666666666673,0.3666666666666667,positive,positive
"Happy with this
","Sound quality is very good
",5,boAt Rockerz 255,sound qualiti good,16,27,0.55,0.5,positive,positive
"great product
","Use it loved it
",5,boAt Rockerz 255,use love,14,16,0.5,0.6,positive,positive
"Must go for it
","No words I bought for 999 and it's excellent for the budget
",4,boAt Rockerz 255,word bought excel budget,15,60,0.0,0.0,positive,positive
"These headphones are not meant for workout.
","These headphones are not meant for workout, they will last just 4-5 workout sessions.
",1,boAt Rockerz 255,headphon meant workout last workout session,44,86,0.0,0.06666666666666667,negative,positive
"Value for money!
","Very good product . Only cons is low bass effect. But it does great . Thank you boat!
",5,boAt Rockerz 255,good product con low bass effect great thank boat,17,86,0.3375,0.5375000000000001,positive,positive
"Best product quality
","Wander full product 👌 best product quality
",5,boAt Rockerz 255,wander full product best product qualiti,21,43,0.675,0.42500000000000004,positive,positive
"Nice and good
","It's good . Sound is good if not excellent.
",4,boAt Rockerz 255,good sound good excel,14,44,0.6,0.5333333333333333,positive,positive
"Worth for value.
","Superb built quality. Sound is clear, bettery life is long lasting. Noise cancellation is fabulous.
",5,boAt Rockerz 255,superb built qualiti sound clear betteri life long last nois cancel fabul,17,100,0.29,0.45,positive,positive
"For this price range, couldn't get better deal.
","Cheap alternative to JBLOnly supports bass. Can't listen to classics or jazz/blues on this one.
",4,boAt Rockerz 255,cheap altern jblonli support bass ca listen classic one,48,96,0.13888888888888887,0.45555555555555555,positive,negative
"Be careful while wearing and not using
","We have a great chance  To miss the headset. We should be careful with it while wearing and not using
",4,boAt Rockerz 255,great chanc miss headset care wear use,39,102,0.8,0.75,positive,positive
"Replacement or service
","It's just 2 months my button got stuck and not working. What should I do?Where is the service centre in Chennai?
",4,boAt Rockerz 255,month button got stuck work servic centr chennai,23,113,0.0,0.0,positive,negative
"Background noise cancellation zero.
","When a person is speaking over call using these earphones, you hear the background noise more than the person’s voice.
",3,boAt Rockerz 255,person speak call use earphon hear background nois person voic,36,119,0.0,0.0,neutral,negative
"Stopped working within a month.
","Stopped working within a month. Very poor quality. Customer care services so very poor .not able to get warranty also.
",1,boAt Rockerz 255,stop work within month poor qualiti custom care servic poor abl get warranti also,32,119,-0.4,0.6,negative,negative
"The Best earphone I ever buy. Guys must go for it
","The Best earphone I ever buy. Guys must go for it. Don't wait or don't think a lot just simply buy it and go for it 😀
",5,boAt Rockerz 255,best earphon ever buy guy must go wait think lot simpli buy go,50,118,1.0,0.3,positive,positive
"Nice product.
","I m loving these. Bass is awesome! Its very comfortable. Sound quality is nice. I git this for 999/- and its worth it.
",4,boAt Rockerz 255,love bass awesom comfort sound qualiti nice git worth,14,119,0.33,0.52,positive,positive
"Best at the price range
","One of the best in ear headphones I have recently used. Definitely recommend.
",5,boAt Rockerz 255,one best ear headphon recent use definit recommend,24,78,0.5,0.275,positive,positive
"One earplugs not working
","Dont buy i am very disappointedOne ear plugs stop working automatically
",1,boAt Rockerz 255,dont buy disappointedon ear plug stop work automat,25,72,0.0,0.0,negative,negative
"Good product at this price
","Good sound quality and great battery backup
",4,boAt Rockerz 255,good sound qualiti great batteri backup,27,44,0.6333333333333334,0.5833333333333334,positive,positive
"Excellent
","Great product. Good sound quality. Njoyed the product
",5,boAt Rockerz 255,great product good sound qualiti njoy product,10,54,0.6333333333333333,0.5833333333333334,positive,positive
"Nice one
","Good one
",5,boAt Rockerz 255,good one,9,9,0.7,0.6000000000000001,positive,positive
"Good product at good price point
","Good product
",4,boAt Rockerz 255,good product,33,13,0.7,0.6000000000000001,positive,positive
"Good product from boat
","A good product for this price....
",4,boAt Rockerz 255,good product price,23,34,0.7,0.6000000000000001,positive,positive
"Disappointed
","Purchase few months back but one earpod  is not working now.. disappointed
",1,boAt Rockerz 255,purchas month back one earpod work disappoint,13,75,0.0,0.0,negative,negative
"King
","Nice one
",4,boAt Rockerz 255,nice one,5,9,0.6,1.0,positive,positive
"Stop working with in two weeks
","Not buy this product. It stop working with in two week. Boat service centre not replace or repair my product.
",1,boAt Rockerz 255,buy product stop work two week boat servic centr replac repair product,31,110,0.0,0.0,negative,negative
"Stopped working in 1 month
","The sound quality & battery is awesome.. but stopped working in 1 month.. now trying to replace in warranty..
",4,boAt Rockerz 255,sound qualiti batteri awesom stop work month tri replac warranti,27,110,0.4,0.4,positive,negative
"Poor
","This product working just only one week after not connecting but sound quality is best but connection is poor
",1,boAt Rockerz 255,product work one week connect sound qualiti best connect poor,5,110,0.3333333333333333,0.4333333333333333,negative,negative
"Superb Sound Quality
","Nice Base and vocals. During charging its getting very hot.
",4,boAt Rockerz 255,nice base vocal charg get hot,21,60,0.016666666666666646,0.9500000000000001,positive,positive
"Pathetic product
","in three months one side stopped  working. Not worth the money
",2,boAt Rockerz 255,three month one side stop work worth money,17,63,0.3,0.1,negative,negative
"Good
","As per prize range nice product
",3,boAt Rockerz 255,per prize rang nice product,5,32,0.6,1.0,neutral,positive
"Awesome
","Great sound
",5,boAt Rockerz 255,great sound,8,12,0.6000000000000001,0.575,positive,positive
"Blindly purchase
","I have faced some problem with mic.Overall superb
",5,boAt Rockerz 255,face problem superb,17,50,1.0,1.0,positive,positive
"Superb Bass
","I loved it. Battery life is around 8 to 10 hours of continuous usage.
",5,boAt Rockerz 255,love batteri life around hour continu usag,12,70,0.5,0.6,positive,positive
"pain ear
","i used 1hour full pain for ear.. dont purchase this itam.. very bad..
",1,boAt Rockerz 255,use full pain ear dont purchas itam bad,9,70,-0.17499999999999993,0.6083333333333334,negative,negative
"😍😍
","Amazing product, just received  but wires are too long....... Worth 4 money, use it by sticking wires to cord (see pic)
",5,boAt Rockerz 255,amaz product receiv wire long worth money use stick wire cord see pic,3,120,0.125,0.25,positive,positive
"Don't waste your money
","not working properly after 15 days audio music does not working when I connect from my phone
",1,boAt Rockerz 255,work properli day audio music work connect phone,23,93,0.0,0.0,negative,negative
"Good quality in cheap price
","Good quality
",5,boAt Rockerz 255,good qualiti,28,13,0.7,0.6000000000000001,positive,positive
"For Bassheads
","Excellent bass crisp sound clarity drawback is the mic which doesn't pick your voice clearly
",5,boAt Rockerz 255,excel bass crisp sound clariti drawback mic pick voic clearli,14,93,0.16666666666666666,0.43888888888888894,positive,positive
"Stopped working within one month
","Tested it for one month. One of the ear piece stopped working. Quality is not upto the mark.
",1,boAt Rockerz 255,test one month one ear piec stop work qualiti upto mark,33,93,0.0,0.0,negative,negative
"Poor
","Battery back up z very poor.Sound quality z jst average.Dun go for fake reviews.
",2,boAt Rockerz 255,batteri back z qualiti z jst go fake review,5,81,-0.25,0.5,negative,negative
"Poor sound quality
","The sound quality is horrible, too basy heavy. Connectivity issues are also quite persistent
",2,boAt Rockerz 255,sound qualiti horribl basi heavi connect issu also quit persist,19,93,0.4,0.4,negative,negative
"Not whorthy
","I have bought it on Jan 23rd but now one side is not working. Don't waste your money
",2,boAt Rockerz 255,bought jan one side work wast money,12,85,0.0,0.0,negative,negative
"Supar bass
","Supar bassGood bettry backup10m bluetooh rangeAnthig good comfeble
",5,boAt Rockerz 255,supar bassgood bettri bluetooh rangeanthig good comfebl,11,67,0.7,0.6000000000000001,positive,positive
"Bass was awesome
","Super bass but not satisfied with the mice
",5,boAt Rockerz 255,super bass satisfi mice,17,43,0.09166666666666665,0.5833333333333333,positive,positive
"Sound good
","This product bettry is aftar 80% vary fast defuse.... Sound quality is good.... Bat 10 mtr. Undar this blutooth sound break
",3,boAt Rockerz 255,product bettri aftar vari fast defus sound qualiti good bat mtr undar blutooth sound break,11,124,0.42500000000000004,0.5,neutral,positive
"Value for money
","Value for money. Sound quality is superb.
",5,boAt Rockerz 255,valu money sound qualiti superb,16,42,0.7,0.7,positive,positive
"Great  product
","Best
",5,boAt Rockerz 255,best,15,5,1.0,0.3,positive,positive
"One side speaker not working worst experience
","One side left side speaker not working yar pathetic I trust on Amazon but very poor experience yar I want replacement
",1,boAt Rockerz 255,one side left side speaker work yar pathet trust amazon poor experi yar want replac,46,118,-0.2,0.3,negative,negative
"Bass is very good
","All is best ,bass is very powerful, sound quality is good but it will be best. In this price this is excellent choice
",5,boAt Rockerz 255,best bass power sound qualiti good best price excel choic,18,118,0.5900000000000001,0.42000000000000004,positive,positive
"Worth for money
","Good on low volume, but on full volume it is not as expected.If u r not interested in rock music, u can buy it.
",4,boAt Rockerz 255,good low volum full volum u r interest rock music u buy,16,112,0.3499999999999999,0.4833333333333334,positive,positive
"Average product...
","Actually I buy this product on jan 30. Now the product will not work properly. One right earphone will not working...
",3,boAt Rockerz 255,actual buy product jan product work properli one right earphon work,19,118,0.14285714285714285,0.31785714285714284,neutral,negative
"Outstanding
","Wat a ear piece. Music is taken to a new grt level. Outstanding experience. Bass is mind blowing. Depth is grt too...
",5,boAt Rockerz 255,wat ear piec music taken new grt level outstand experi bass mind blow depth grt,12,118,-0.006818181818181834,0.4772727272727273,positive,positive
"Good product
","Good sound, bass is decent, however noise cancellation is not that effective, but an overall worth for money product.
",4,boAt Rockerz 255,good sound bass decent howev nois cancel effect overal worth money product,13,118,0.2833333333333333,0.4533333333333333,positive,positive
"Fake warranty
","They are not accepting the complaint.my headphones get malfunctionend after only a month .this is very disappointing.
",1,boAt Rockerz 255,accept headphon get malfunctionend month disappoint,14,118,0.0,0.0,negative,negative
"Don't wait to much just go for it.
","The Extra Bass, Connect with two device feature. So lite weight you will forgot that you have headphone on your neck.
",5,boAt Rockerz 255,extra bass connect two devic featur lite weight forgot headphon neck,35,118,-0.07500000000000001,0.3,positive,positive
"Battery Life not good.
","overall good for user but Battery Life not good.
",3,boAt Rockerz 255,overal good user batteri life good,23,49,0.7,0.6000000000000001,neutral,positive
"One side earphone  is not working
","Don't purchase it because,after one month Right side earphone is not working
",2,boAt Rockerz 255,purchas one month right side earphon work,34,77,0.2857142857142857,0.5357142857142857,negative,negative
"Nice product.
","Very good sound and Battery backup is also 8 hours .
",5,boAt Rockerz 255,good sound batteri backup also hour,14,53,0.55,0.5,positive,positive
"Great
","Excellent
",5,boAt Rockerz 255,excel,6,10,0.0,0.0,positive,positive
"not preferred
","one side stop working after 5 months
",1,boAt Rockerz 255,one side stop work month,14,37,0.0,0.0,negative,negative
"Basshead
","Best only for base lovers
",4,boAt Rockerz 255,best base lover,9,26,0.09999999999999998,0.65,positive,positive
"Not duel option
","Not stable in earSound quality is average but cant use out side.Work only for one month then not functional
",1,boAt Rockerz 255,stabl earsound qualiti averag cant use one month function,16,108,0.0,0.0,negative,negative
"Good quality
","Quality
",5,boAt Rockerz 255,qualiti,13,8,0.0,0.0,positive,positive
"Great
","The earphones are excellent only issue is it doesn't fit in ears always comes out after 10 minute.Sound is awesome
",4,boAt Rockerz 255,earphon excel issu fit ear alway come awesom,6,115,0.4,0.4,positive,positive
"keen sound. it's above than my expectation
","efficient cost. classy look. great sound. music is soooo clear and bass effective is great. value for money.
",5,boAt Rockerz 255,effici cost classi look great sound music soooo clear bass effect great valu money,43,109,0.39000000000000007,0.5566666666666666,positive,positive
"Poor bluetooth range.
","Bluetooth range os very poor... not even 5 meters.... sound quality is verry good and battery life is ok....
",2,boAt Rockerz 255,bluetooth rang os poor even meter sound qualiti verri good batteri life ok,22,109,0.3,0.525,negative,negative
"Awesome Bluetooth headset in this must buy.
","Superb product with classy look and good build quality.Its overexceed my expectations.never look back.7 out of 5 stars.
",5,boAt Rockerz 255,superb product classi look good build overexce look star,44,120,0.85,0.8,positive,positive
"Battery life is not good
","Within 1-month of purchase, battery got drained. Not expeced this from brand like boAt. Waste of Money
",1,boAt Rockerz 255,within purchas batteri got drain expec brand like boat wast money,25,103,0.0,0.0,negative,negative
"Good valued product
","Price range
",5,boAt Rockerz 255,price rang,20,12,0.0,0.0,positive,positive
"I will give 4 starts out of 5
","This product is good in lowest price .. ..But... Sound quality is good noise cancelation is good but  battery is not good..
",4,boAt Rockerz 255,product good lowest price sound qualiti good nois cancel good batteri good,30,124,0.64,0.56,positive,positive
"Good bass and noice cancellation
","Value for price
",4,boAt Rockerz 255,valu price,33,16,0.0,0.0,positive,positive
"Superb sound
","Sound is good
",5,boAt Rockerz 255,sound good,13,14,0.55,0.5,positive,positive
"Worth every penny you spend on buying this product
","Amazing product with mind blowing sound quality.The only area where earphones lack is the noise during phone calls
",5,boAt Rockerz 255,amaz product mind blow sound area earphon lack nois phone call,51,115,0.4,0.4,positive,positive
"Very nice ear phones
","Very niceEasily you can listen more than 6 hours of music in mid volume at one charge
",5,boAt Rockerz 255,niceeasili listen hour music mid volum one charg,21,86,0.0,0.0,positive,positive
